filepath,label
data/raw/Training\glioma\Tr-gl_1128.jpg,glioma
data/raw/Training\meningioma\Tr-me_36.jpg,meningioma
data/raw/Training\glioma\Tr-gl_780.jpg,glioma
data/raw/Training\notumor\Tr-no_948.jpg,notumor
data/raw/Training\pituitary\Tr-pi_308.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1005.jpg,glioma
data/raw/Training\pituitary\Tr-pi_586.jpg,pituitary
data/raw/Training\meningioma\Tr-me_868.jpg,meningioma
data/raw/Training\meningioma\Tr-me_93.jpg,meningioma
data/raw/Training\meningioma\Tr-me_330.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1190.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_939.jpg,pituitary
data/raw/Training\glioma\Tr-gl_916.jpg,glioma
data/raw/Training\pituitary\Tr-pi_137.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1130.jpg,meningioma
data/raw/Training\notumor\Tr-no_1174.jpg,notumor
data/raw/Training\glioma\Tr-gl_520.jpg,glioma
data/raw/Training\meningioma\Tr-me_744.jpg,meningioma
data/raw/Training\glioma\Tr-gl_415.jpg,glioma
data/raw/Training\pituitary\Tr-pi_307.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1137.jpg,glioma
data/raw/Training\glioma\Tr-gl_767.jpg,glioma
data/raw/Training\notumor\Tr-no_613.jpg,notumor
data/raw/Training\pituitary\Tr-pi_351.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_716.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1133.jpg,glioma
data/raw/Training\notumor\Tr-no_515.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1193.jpg,pituitary
data/raw/Training\notumor\Tr-no_758.jpg,notumor
data/raw/Training\meningioma\Tr-me_799.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1256.jpg,meningioma
data/raw/Training\glioma\Tr-gl_412.jpg,glioma
data/raw/Training\glioma\Tr-gl_923.jpg,glioma
data/raw/Training\glioma\Tr-gl_343.jpg,glioma
data/raw/Training\notumor\Tr-no_1023.jpg,notumor
data/raw/Training\notumor\Tr-no_77.jpg,notumor
data/raw/Training\pituitary\Tr-pi_673.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_333.jpg,pituitary
data/raw/Training\glioma\Tr-gl_76.jpg,glioma
data/raw/Training\glioma\Tr-gl_449.jpg,glioma
data/raw/Training\glioma\Tr-gl_927.jpg,glioma
data/raw/Training\glioma\Tr-gl_782.jpg,glioma
data/raw/Training\notumor\Tr-no_1273.jpg,notumor
data/raw/Training\notumor\Tr-no_987.jpg,notumor
data/raw/Training\pituitary\Tr-pi_509.jpg,pituitary
data/raw/Training\glioma\Tr-gl_729.jpg,glioma
data/raw/Training\notumor\Tr-no_597.jpg,notumor
data/raw/Training\notumor\Tr-no_1201.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1224.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_924.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1173.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_80.jpg,meningioma
data/raw/Training\meningioma\Tr-me_201.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1366.jpg,glioma
data/raw/Training\notumor\Tr-no_875.jpg,notumor
data/raw/Training\meningioma\Tr-me_276.jpg,meningioma
data/raw/Training\glioma\Tr-gl_420.jpg,glioma
data/raw/Training\pituitary\Tr-pi_398.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_876.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1278.jpg,pituitary
data/raw/Training\glioma\Tr-gl_570.jpg,glioma
data/raw/Training\glioma\Tr-gl_797.jpg,glioma
data/raw/Training\notumor\Tr-no_549.jpg,notumor
data/raw/Training\meningioma\Tr-me_313.jpg,meningioma
data/raw/Training\meningioma\Tr-me_930.jpg,meningioma
data/raw/Training\glioma\Tr-gl_197.jpg,glioma
data/raw/Training\notumor\Tr-no_446.jpg,notumor
data/raw/Training\pituitary\Tr-pi_782.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1025.jpg,pituitary
data/raw/Training\glioma\Tr-gl_920.jpg,glioma
data/raw/Training\glioma\Tr-gl_91.jpg,glioma
data/raw/Training\pituitary\Tr-pi_455.jpg,pituitary
data/raw/Training\glioma\Tr-gl_606.jpg,glioma
data/raw/Training\meningioma\Tr-me_355.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_512.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1197.jpg,meningioma
data/raw/Training\notumor\Tr-no_584.jpg,notumor
data/raw/Training\glioma\Tr-gl_736.jpg,glioma
data/raw/Training\pituitary\Tr-pi_334.jpg,pituitary
data/raw/Training\notumor\Tr-no_962.jpg,notumor
data/raw/Training\meningioma\Tr-me_94.jpg,meningioma
data/raw/Training\notumor\Tr-no_712.jpg,notumor
data/raw/Training\glioma\Tr-gl_371.jpg,glioma
data/raw/Training\glioma\Tr-gl_672.jpg,glioma
data/raw/Training\meningioma\Tr-me_692.jpg,meningioma
data/raw/Training\notumor\Tr-no_317.jpg,notumor
data/raw/Training\pituitary\Tr-pi_165.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1014.jpg,meningioma
data/raw/Training\notumor\Tr-no_467.jpg,notumor
data/raw/Training\pituitary\Tr-pi_841.jpg,pituitary
data/raw/Training\notumor\Tr-no_344.jpg,notumor
data/raw/Training\meningioma\Tr-me_1138.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1294.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_724.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1317.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1324.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1078.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_130.jpg,pituitary
data/raw/Training\meningioma\Tr-me_399.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_274.jpg,pituitary
data/raw/Training\notumor\Tr-no_1078.jpg,notumor
data/raw/Training\pituitary\Tr-pi_571.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1058.jpg,meningioma
data/raw/Training\notumor\Tr-no_622.jpg,notumor
data/raw/Training\glioma\Tr-gl_261.jpg,glioma
data/raw/Training\pituitary\Tr-pi_61.jpg,pituitary
data/raw/Training\notumor\Tr-no_981.jpg,notumor
data/raw/Training\meningioma\Tr-me_871.jpg,meningioma
data/raw/Training\notumor\Tr-no_1216.jpg,notumor
data/raw/Training\meningioma\Tr-me_1033.jpg,meningioma
data/raw/Training\notumor\Tr-no_1287.jpg,notumor
data/raw/Training\glioma\Tr-gl_563.jpg,glioma
data/raw/Training\pituitary\Tr-pi_602.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1006.jpg,glioma
data/raw/Training\meningioma\Tr-me_667.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_54.jpg,meningioma
data/raw/Training\glioma\Tr-gl_826.jpg,glioma
data/raw/Training\meningioma\Tr-me_1084.jpg,meningioma
data/raw/Training\meningioma\Tr-me_163.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1369.jpg,glioma
data/raw/Training\pituitary\Tr-pi_874.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_847.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_475.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_647.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1383.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_575.jpg,pituitary
data/raw/Training\glioma\Tr-gl_642.jpg,glioma
data/raw/Training\meningioma\Tr-me_595.jpg,meningioma
data/raw/Training\meningioma\Tr-me_205.jpg,meningioma
data/raw/Training\notumor\Tr-no_520.jpg,notumor
data/raw/Training\glioma\Tr-gl_434.jpg,glioma
data/raw/Training\meningioma\Tr-me_774.jpg,meningioma
data/raw/Training\notumor\Tr-no_1086.jpg,notumor
data/raw/Training\notumor\Tr-no_929.jpg,notumor
data/raw/Training\pituitary\Tr-pi_829.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_7.jpg,meningioma
data/raw/Training\meningioma\Tr-me_332.jpg,meningioma
data/raw/Training\glioma\Tr-gl_67.jpg,glioma
data/raw/Training\meningioma\Tr-me_1032.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1105.jpg,pituitary
data/raw/Training\meningioma\Tr-me_629.jpg,meningioma
data/raw/Training\meningioma\Tr-me_49.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1021.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1137.jpg,meningioma
data/raw/Training\glioma\Tr-gl_216.jpg,glioma
data/raw/Training\pituitary\Tr-pi_631.jpg,pituitary
data/raw/Training\notumor\Tr-no_388.jpg,notumor
data/raw/Training\meningioma\Tr-me_1141.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_892.jpg,pituitary
data/raw/Training\meningioma\Tr-me_145.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1053.jpg,glioma
data/raw/Training\notumor\Tr-no_1013.jpg,notumor
data/raw/Training\notumor\Tr-no_788.jpg,notumor
data/raw/Training\meningioma\Tr-me_545.jpg,meningioma
data/raw/Training\notumor\Tr-no_658.jpg,notumor
data/raw/Training\pituitary\Tr-pi_337.jpg,pituitary
data/raw/Training\glioma\Tr-gl_733.jpg,glioma
data/raw/Training\meningioma\Tr-me_114.jpg,meningioma
data/raw/Training\glioma\Tr-gl_48.jpg,glioma
data/raw/Training\meningioma\Tr-me_1040.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1292.jpg,pituitary
data/raw/Training\glioma\Tr-gl_676.jpg,glioma
data/raw/Training\pituitary\Tr-pi_393.jpg,pituitary
data/raw/Training\meningioma\Tr-me_266.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_451.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_894.jpg,pituitary
data/raw/Training\notumor\Tr-no_952.jpg,notumor
data/raw/Training\meningioma\Tr-me_1038.jpg,meningioma
data/raw/Training\notumor\Tr-no_980.jpg,notumor
data/raw/Training\pituitary\Tr-pi_54.jpg,pituitary
data/raw/Training\meningioma\Tr-me_574.jpg,meningioma
data/raw/Training\notumor\Tr-no_536.jpg,notumor
data/raw/Training\notumor\Tr-no_328.jpg,notumor
data/raw/Training\notumor\Tr-no_10.jpg,notumor
data/raw/Training\glioma\Tr-gl_1043.jpg,glioma
data/raw/Training\glioma\Tr-gl_1028.jpg,glioma
data/raw/Training\notumor\Tr-no_1110.jpg,notumor
data/raw/Training\notumor\Tr-no_1109.jpg,notumor
data/raw/Training\meningioma\Tr-me_759.jpg,meningioma
data/raw/Training\meningioma\Tr-me_959.jpg,meningioma
data/raw/Training\notumor\Tr-no_457.jpg,notumor
data/raw/Training\pituitary\Tr-pi_985.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_630.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1298.jpg,glioma
data/raw/Training\glioma\Tr-gl_530.jpg,glioma
data/raw/Training\meningioma\Tr-me_517.jpg,meningioma
data/raw/Training\notumor\Tr-no_85.jpg,notumor
data/raw/Training\glioma\Tr-gl_534.jpg,glioma
data/raw/Training\meningioma\Tr-me_485.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1301.jpg,pituitary
data/raw/Training\meningioma\Tr-me_506.jpg,meningioma
data/raw/Training\notumor\Tr-no_1122.jpg,notumor
data/raw/Training\meningioma\Tr-me_783.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_76.jpg,pituitary
data/raw/Training\meningioma\Tr-me_130.jpg,meningioma
data/raw/Training\notumor\Tr-no_168.jpg,notumor
data/raw/Training\pituitary\Tr-pi_959.jpg,pituitary
data/raw/Training\glioma\Tr-gl_14.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1007.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1181.jpg,glioma
data/raw/Training\meningioma\Tr-me_165.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_713.jpg,pituitary
data/raw/Training\notumor\Tr-no_103.jpg,notumor
data/raw/Training\meningioma\Tr-aug-me_32.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1055.jpg,glioma
data/raw/Training\notumor\Tr-no_373.jpg,notumor
data/raw/Training\meningioma\Tr-me_444.jpg,meningioma
data/raw/Training\notumor\Tr-no_940.jpg,notumor
data/raw/Training\notumor\Tr-no_70.jpg,notumor
data/raw/Training\meningioma\Tr-me_956.jpg,meningioma
data/raw/Training\glioma\Tr-gl_318.jpg,glioma
data/raw/Training\meningioma\Tr-me_727.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1143.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_305.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1037.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1251.jpg,pituitary
data/raw/Training\notumor\Tr-no_1187.jpg,notumor
data/raw/Training\meningioma\Tr-aug-me_9.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_91.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_11.jpg,pituitary
data/raw/Training\glioma\Tr-gl_553.jpg,glioma
data/raw/Training\pituitary\Tr-pi_513.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_184.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_814.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1220.jpg,meningioma
data/raw/Training\notumor\Tr-no_982.jpg,notumor
data/raw/Training\glioma\Tr-gl_1261.jpg,glioma
data/raw/Training\meningioma\Tr-me_950.jpg,meningioma
data/raw/Training\notumor\Tr-no_1300.jpg,notumor
data/raw/Training\meningioma\Tr-me_845.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_145.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1365.jpg,glioma
data/raw/Training\notumor\Tr-no_943.jpg,notumor
data/raw/Training\glioma\Tr-gl_747.jpg,glioma
data/raw/Training\glioma\Tr-gl_796.jpg,glioma
data/raw/Training\glioma\Tr-gl_68.jpg,glioma
data/raw/Training\notumor\Tr-no_762.jpg,notumor
data/raw/Training\pituitary\Tr-pi_648.jpg,pituitary
data/raw/Training\notumor\Tr-no_254.jpg,notumor
data/raw/Training\pituitary\Tr-pi_158.jpg,pituitary
data/raw/Training\meningioma\Tr-me_374.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_362.jpg,pituitary
data/raw/Training\notumor\Tr-no_82.jpg,notumor
data/raw/Training\glioma\Tr-gl_1265.jpg,glioma
data/raw/Training\meningioma\Tr-me_967.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1161.jpg,glioma
data/raw/Training\notumor\Tr-no_161.jpg,notumor
data/raw/Training\notumor\Tr-no_461.jpg,notumor
data/raw/Training\glioma\Tr-gl_326.jpg,glioma
data/raw/Training\meningioma\Tr-me_1050.jpg,meningioma
data/raw/Training\meningioma\Tr-me_515.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1248.jpg,pituitary
data/raw/Training\notumor\Tr-no_950.jpg,notumor
data/raw/Training\meningioma\Tr-me_533.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1351.jpg,pituitary
data/raw/Training\glioma\Tr-gl_266.jpg,glioma
data/raw/Training\notumor\Tr-no_1323.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1229.jpg,pituitary
data/raw/Training\meningioma\Tr-me_755.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_952.jpg,pituitary
data/raw/Training\notumor\Tr-no_570.jpg,notumor
data/raw/Training\glioma\Tr-gl_960.jpg,glioma
data/raw/Training\pituitary\Tr-pi_140.jpg,pituitary
data/raw/Training\meningioma\Tr-me_462.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_98.jpg,meningioma
data/raw/Training\meningioma\Tr-me_701.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1345.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_978.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1202.jpg,pituitary
data/raw/Training\notumor\Tr-no_975.jpg,notumor
data/raw/Training\notumor\Tr-no_1356.jpg,notumor
data/raw/Training\meningioma\Tr-me_1104.jpg,meningioma
data/raw/Training\meningioma\Tr-me_920.jpg,meningioma
data/raw/Training\meningioma\Tr-me_750.jpg,meningioma
data/raw/Training\meningioma\Tr-me_269.jpg,meningioma
data/raw/Training\meningioma\Tr-me_45.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1276.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_69.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_179.jpg,pituitary
data/raw/Training\meningioma\Tr-me_380.jpg,meningioma
data/raw/Training\glioma\Tr-gl_883.jpg,glioma
data/raw/Training\meningioma\Tr-me_1254.jpg,meningioma
data/raw/Training\glioma\Tr-gl_164.jpg,glioma
data/raw/Training\pituitary\Tr-pi_505.jpg,pituitary
data/raw/Training\meningioma\Tr-me_634.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1365.jpg,pituitary
data/raw/Training\notumor\Tr-no_335.jpg,notumor
data/raw/Training\notumor\Tr-no_541.jpg,notumor
data/raw/Training\glioma\Tr-gl_734.jpg,glioma
data/raw/Training\meningioma\Tr-me_246.jpg,meningioma
data/raw/Training\glioma\Tr-gl_791.jpg,glioma
data/raw/Training\meningioma\Tr-me_489.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_86.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1243.jpg,glioma
data/raw/Training\notumor\Tr-no_441.jpg,notumor
data/raw/Training\notumor\Tr-no_1333.jpg,notumor
data/raw/Training\glioma\Tr-gl_336.jpg,glioma
data/raw/Training\notumor\Tr-no_407.jpg,notumor
data/raw/Training\notumor\Tr-no_200.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1281.jpg,pituitary
data/raw/Training\glioma\Tr-gl_109.jpg,glioma
data/raw/Training\glioma\Tr-gl_717.jpg,glioma
data/raw/Training\notumor\Tr-no_1371.jpg,notumor
data/raw/Training\meningioma\Tr-aug-me_40.jpg,meningioma
data/raw/Training\meningioma\Tr-me_192.jpg,meningioma
data/raw/Training\glioma\Tr-gl_566.jpg,glioma
data/raw/Training\pituitary\Tr-pi_172.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1207.jpg,glioma
data/raw/Training\pituitary\Tr-pi_99.jpg,pituitary
data/raw/Training\notumor\Tr-no_936.jpg,notumor
data/raw/Training\meningioma\Tr-me_789.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_188.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1122.jpg,pituitary
data/raw/Training\notumor\Tr-no_51.jpg,notumor
data/raw/Training\notumor\Tr-no_112.jpg,notumor
data/raw/Training\pituitary\Tr-pi_940.jpg,pituitary
data/raw/Training\glioma\Tr-gl_416.jpg,glioma
data/raw/Training\glioma\Tr-gl_846.jpg,glioma
data/raw/Training\meningioma\Tr-me_34.jpg,meningioma
data/raw/Training\glioma\Tr-gl_990.jpg,glioma
data/raw/Training\glioma\Tr-gl_340.jpg,glioma
data/raw/Training\meningioma\Tr-me_480.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_349.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_387.jpg,pituitary
data/raw/Training\meningioma\Tr-me_814.jpg,meningioma
data/raw/Training\notumor\Tr-no_873.jpg,notumor
data/raw/Training\notumor\Tr-no_1391.jpg,notumor
data/raw/Training\notumor\Tr-no_361.jpg,notumor
data/raw/Training\meningioma\Tr-me_344.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1176.jpg,meningioma
data/raw/Training\notumor\Tr-no_756.jpg,notumor
data/raw/Training\meningioma\Tr-me_1195.jpg,meningioma
data/raw/Training\notumor\Tr-no_370.jpg,notumor
data/raw/Training\glioma\Tr-gl_1399.jpg,glioma
data/raw/Training\meningioma\Tr-me_493.jpg,meningioma
data/raw/Training\glioma\Tr-gl_632.jpg,glioma
data/raw/Training\meningioma\Tr-me_236.jpg,meningioma
data/raw/Training\meningioma\Tr-me_658.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1135.jpg,glioma
data/raw/Training\meningioma\Tr-me_29.jpg,meningioma
data/raw/Training\glioma\Tr-gl_471.jpg,glioma
data/raw/Training\glioma\Tr-gl_1095.jpg,glioma
data/raw/Training\pituitary\Tr-pi_580.jpg,pituitary
data/raw/Training\glioma\Tr-gl_973.jpg,glioma
data/raw/Training\notumor\Tr-no_79.jpg,notumor
data/raw/Training\meningioma\Tr-me_421.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1214.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1309.jpg,glioma
data/raw/Training\meningioma\Tr-me_1005.jpg,meningioma
data/raw/Training\meningioma\Tr-me_347.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1154.jpg,glioma
data/raw/Training\glioma\Tr-gl_875.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1124.jpg,pituitary
data/raw/Training\glioma\Tr-gl_759.jpg,glioma
data/raw/Training\pituitary\Tr-pi_375.jpg,pituitary
data/raw/Training\glioma\Tr-gl_251.jpg,glioma
data/raw/Training\glioma\Tr-gl_774.jpg,glioma
data/raw/Training\meningioma\Tr-me_518.jpg,meningioma
data/raw/Training\meningioma\Tr-me_884.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_321.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1304.jpg,pituitary
data/raw/Training\glioma\Tr-gl_703.jpg,glioma
data/raw/Training\glioma\Tr-gl_1227.jpg,glioma
data/raw/Training\notumor\Tr-no_744.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1338.jpg,pituitary
data/raw/Training\meningioma\Tr-me_657.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1255.jpg,pituitary
data/raw/Training\notumor\Tr-no_261.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1221.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1238.jpg,glioma
data/raw/Training\notumor\Tr-no_1070.jpg,notumor
data/raw/Training\glioma\Tr-gl_322.jpg,glioma
data/raw/Training\meningioma\Tr-me_742.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1072.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_68.jpg,meningioma
data/raw/Training\meningioma\Tr-me_934.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_937.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_385.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_85.jpg,pituitary
data/raw/Training\notumor\Tr-no_742.jpg,notumor
data/raw/Training\glioma\Tr-gl_1189.jpg,glioma
data/raw/Training\notumor\Tr-no_1316.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1050.jpg,pituitary
data/raw/Training\meningioma\Tr-me_827.jpg,meningioma
data/raw/Training\glioma\Tr-gl_129.jpg,glioma
data/raw/Training\meningioma\Tr-me_964.jpg,meningioma
data/raw/Training\glioma\Tr-gl_996.jpg,glioma
data/raw/Training\meningioma\Tr-me_721.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1245.jpg,pituitary
data/raw/Training\glioma\Tr-gl_230.jpg,glioma
data/raw/Training\pituitary\Tr-pi_786.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1091.jpg,meningioma
data/raw/Training\meningioma\Tr-me_354.jpg,meningioma
data/raw/Training\glioma\Tr-gl_751.jpg,glioma
data/raw/Training\glioma\Tr-gl_1123.jpg,glioma
data/raw/Training\glioma\Tr-gl_1070.jpg,glioma
data/raw/Training\glioma\Tr-gl_90.jpg,glioma
data/raw/Training\meningioma\Tr-me_57.jpg,meningioma
data/raw/Training\glioma\Tr-gl_422.jpg,glioma
data/raw/Training\meningioma\Tr-me_182.jpg,meningioma
data/raw/Training\notumor\Tr-no_787.jpg,notumor
data/raw/Training\glioma\Tr-gl_1103.jpg,glioma
data/raw/Training\notumor\Tr-no_785.jpg,notumor
data/raw/Training\glioma\Tr-gl_863.jpg,glioma
data/raw/Training\meningioma\Tr-me_538.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1089.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1057.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_62.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1258.jpg,pituitary
data/raw/Training\notumor\Tr-no_1224.jpg,notumor
data/raw/Training\glioma\Tr-gl_240.jpg,glioma
data/raw/Training\glioma\Tr-gl_1393.jpg,glioma
data/raw/Training\glioma\Tr-gl_1245.jpg,glioma
data/raw/Training\notumor\Tr-no_577.jpg,notumor
data/raw/Training\glioma\Tr-gl_568.jpg,glioma
data/raw/Training\notumor\Tr-no_702.jpg,notumor
data/raw/Training\notumor\Tr-no_246.jpg,notumor
data/raw/Training\meningioma\Tr-me_577.jpg,meningioma
data/raw/Training\notumor\Tr-no_1125.jpg,notumor
data/raw/Training\glioma\Tr-gl_381.jpg,glioma
data/raw/Training\glioma\Tr-gl_930.jpg,glioma
data/raw/Training\pituitary\Tr-pi_684.jpg,pituitary
data/raw/Training\notumor\Tr-no_804.jpg,notumor
data/raw/Training\notumor\Tr-no_401.jpg,notumor
data/raw/Training\glioma\Tr-gl_161.jpg,glioma
data/raw/Training\glioma\Tr-gl_745.jpg,glioma
